method,seed,iteracion,yield,fuente,rechazos
batch_llm,1,21,82.61272513473318,batch_llm,1
batch_llm,1,22,33.25311236559002,batch_llm,0
batch_llm,1,23,52.80651551416662,batch_llm,0
batch_llm,1,24,33.34854540863,batch_llm,1
batch_llm,1,25,36.43215609037334,batch_llm,0
batch_llm,1,26,62.976753878799975,batch_llm,0
batch_llm,1,27,70.56395767731667,batch_llm,1
batch_llm,1,28,87.21328676950004,batch_llm,0
batch_llm,1,29,88.34723062316661,batch_llm,1
batch_llm_ucb,1,0,67.42432981083336,batch_llm_ucb,0
batch_llm_ucb,1,1,82.8381862711332,batch_llm_ucb,0
batch_llm_ucb,1,2,59.24212231725993,batch_llm_ucb,0
batch_llm_ucb,1,3,80.55299779588661,batch_llm_ucb,1
batch_llm_ucb,1,4,69.18602627213335,batch_llm_ucb,0
batch_llm_ucb,1,5,72.77062954686674,batch_llm_ucb,0
batch_llm_ucb,1,6,77.65866277035002,batch_llm_ucb,0
batch_llm_ucb,1,7,70.2990216029,batch_llm_ucb,1
batch_llm_ucb,1,8,66.14360198286005,batch_llm_ucb,0
batch_llm_ucb,1,9,62.839381672300064,batch_llm_ucb,0
batch_llm_ucb,1,10,63.92069474976674,batch_llm_ucb,0
batch_llm_ucb,1,11,78.96523660643344,batch_llm_ucb,0
batch_llm_ucb,1,12,85.78095943683327,batch_llm_ucb,1
batch_llm_ucb,1,13,23.429917425423323,batch_llm_ucb,0
batch_llm_ucb,1,14,47.55224817563672,batch_llm_ucb,0
batch_llm_ucb,1,15,84.02125476533332,batch_llm_ucb,1
batch_llm_ucb,1,16,67.79196279530328,batch_llm_ucb,0
batch_llm_ucb,1,17,86.82033237846652,batch_llm_ucb,1
batch_llm_ucb,1,18,36.80825935121005,batch_llm_ucb,0
batch_llm_ucb,1,19,38.00183880527669,batch_llm_ucb,0
batch_llm_ucb,1,20,82.1481442875332,batch_llm_ucb,2
batch_llm_ucb,1,21,77.93629778451667,batch_llm_ucb,1
batch_llm_ucb,1,22,70.12019554453002,batch_llm_ucb,0
batch_llm_ucb,1,23,63.13675699383332,batch_llm_ucb,0
batch_llm_ucb,1,24,70.97269729146662,batch_llm_ucb,0
batch_llm_ucb,1,25,88.45228651529996,batch_llm_ucb,1
batch_llm_ucb,1,26,31.25533278222004,batch_llm_ucb,0
batch_llm_ucb,1,27,90.06787375143325,batch_llm_ucb,0
batch_llm_ucb,1,28,81.62277892579996,batch_llm_ucb,1
batch_llm_ucb,1,29,87.50456748986657,batch_llm_ucb,1
bo_puro,2,0,24.28435174573001,bo_puro,0
bo_puro,2,1,47.932231601400005,bo_puro,0
bo_puro,2,2,34.526220748110006,bo_puro,0
bo_puro,2,3,66.92541388944662,bo_puro,0
bo_puro,2,4,46.53747324873004,bo_puro,0
bo_puro,2,5,28.660594719606664,bo_puro,0
bo_puro,2,6,51.67420850958002,bo_puro,0
bo_puro,2,7,54.29854853007338,bo_puro,0
bo_puro,2,8,70.25752079927999,bo_puro,0
bo_puro,2,9,29.94937951041334,bo_puro,0
bo_puro,2,10,79.52736418906336,bo_puro,0
bo_puro,2,11,81.93046134156673,bo_puro,0
bo_puro,2,12,21.712730339836643,bo_puro,0
bo_puro,2,13,78.69716524815674,bo_puro,0
bo_puro,2,14,77.5886430245867,bo_puro,0
bo_puro,2,15,78.68085257366673,bo_puro,0
bo_puro,2,16,51.45800342853663,bo_puro,0
bo_puro,2,17,79.13399424779332,bo_puro,0
bo_puro,2,18,87.00181918386666,bo_puro,0
bo_puro,2,19,52.99268324476676,bo_puro,0
bo_puro,2,20,80.22160761553336,bo_puro,0
bo_puro,2,21,79.91914869656674,bo_puro,0
bo_puro,2,22,88.87383569483339,bo_puro,0
bo_puro,2,23,60.172076431666696,bo_puro,0
bo_puro,2,24,85.59536297299985,bo_puro,0
bo_puro,2,25,84.53311554063325,bo_puro,0
bo_puro,2,26,53.84570087624004,bo_puro,0
bo_puro,2,27,84.07573563093328,bo_puro,0
bo_puro,2,28,84.71624649810006,bo_puro,0
bo_puro,2,29,84.8632891259001,bo_puro,0
bo_puro_ucb,2,0,21.50910930627332,bo_puro_ucb,0
bo_puro_ucb,2,1,46.6565939982667,bo_puro_ucb,0
bo_puro_ucb,2,2,27.850202033340004,bo_puro_ucb,0
bo_puro_ucb,2,3,76.28051518524995,bo_puro_ucb,0
bo_puro_ucb,2,4,53.56746346172,bo_puro_ucb,0
bo_puro_ucb,2,5,62.60675001069671,bo_puro_ucb,0
bo_puro_ucb,2,6,69.26408364132995,bo_puro_ucb,0
bo_puro_ucb,2,7,79.65465811394668,bo_puro_ucb,0
bo_puro_ucb,2,8,67.8520825102666,bo_puro_ucb,0
bo_puro_ucb,2,9,71.85959359827005,bo_puro_ucb,0
bo_puro_ucb,2,10,7.550093487696665,bo_puro_ucb,0
bo_puro_ucb,2,11,73.75319497569998,bo_puro_ucb,0
bo_puro_ucb,2,12,69.02039850377996,bo_puro_ucb,0
bo_puro_ucb,2,13,78.14233249730658,bo_puro_ucb,0
bo_puro_ucb,2,14,45.03773972635339,bo_puro_ucb,0
bo_puro_ucb,2,15,70.36891025143338,bo_puro_ucb,0
bo_puro_ucb,2,16,21.404053844193346,bo_puro_ucb,0
bo_puro_ucb,2,17,52.31232931772671,bo_puro_ucb,0
bo_puro_ucb,2,18,57.797232502083325,bo_puro_ucb,0
bo_puro_ucb,2,19,72.49859180139664,bo_puro_ucb,0
bo_puro_ucb,2,20,63.0389956997666,bo_puro_ucb,0
bo_puro_ucb,2,21,73.25079288470334,bo_puro_ucb,0
bo_puro_ucb,2,22,76.13577260282003,bo_puro_ucb,0
bo_puro_ucb,2,23,69.4326317492334,bo_puro_ucb,0
bo_puro_ucb,2,24,25.961757167840013,bo_puro_ucb,0
bo_puro_ucb,2,25,49.634326434033376,bo_puro_ucb,0
bo_puro_ucb,2,26,77.25544058177996,bo_puro_ucb,0
bo_puro_ucb,2,27,51.45760338013003,bo_puro_ucb,0
bo_puro_ucb,2,28,58.07202905516665,bo_puro_ucb,0
bo_puro_ucb,2,29,63.23575599003333,bo_puro_ucb,0
multiagente,2,0,24.37371075907001,multiagent,0
multiagente,2,1,70.69938950996662,multiagent,1
multiagente,2,2,75.45229814915665,multiagent,0
multiagente,2,3,69.09536363073663,multiagent,1
multiagente,2,4,34.77465991131335,multiagent,0
multiagente,2,5,28.92643663222999,multiagent,0
